filename,fold,chroma_stft_mean,chroma_stft_variance,rmse_mean,rmse_variance,spectral_centroid_mean,spectral_centroid_variance,spectral_bandwidth_mean,spectral_bandwidth_variance,spectral_rolloff_mean,spectral_rolloff_variance,zero_crossing_rate_mean,zero_crossing_rate_variance,MFCC_1_mean,MFCC_1_variance,MFCC_2_mean,MFCC_2_variance,MFCC_3_mean,MFCC_3_variance,MFCC_4_mean,MFCC_4_variance,MFCC_5_mean,MFCC_5_variance,MFCC_6_mean,MFCC_6_variance,MFCC_7_mean,MFCC_7_variance,MFCC_8_mean,MFCC_8_variance,MFCC_9_mean,MFCC_9_variance,MFCC_10_mean,MFCC_10_variance,MFCC_11_mean,MFCC_11_variance,MFCC_12_mean,MFCC_12_variance,MFCC_13_mean,MFCC_13_variance,MFCC_14_mean,MFCC_14_variance,MFCC_15_mean,MFCC_15_variance,MFCC_16_mean,MFCC_16_variance,MFCC_17_mean,MFCC_17_variance,MFCC_18_mean,MFCC_18_variance,MFCC_19_mean,MFCC_19_variance,MFCC_20_mean,MFCC_20_variance,class_ID
119449-5-0-1,9,0.52473944,0.07012026,0.089643955,2.41E-05,599.3578762,3581.122226,1616.651126,11880.00575,740.3438855,12587.19405,0.00681618,2.38E-06,-335.60126,-335.60126,135.84894,135.84894,34.108814,34.108814,10.597633,10.597633,10.819096,10.819096,31.981958,31.981958,26.790499,26.790499,30.560745,30.560745,21.465687,21.465687,24.580706,24.580706,17.273739,17.273739,20.57703,20.57703,8.746176,8.746176,14.294898,14.294898,3.2892911,3.2892911,0.8072512,0.8072512,-3.8663168,-3.8663168,3.586205,3.586205,4.0098305,4.0098305,2.9911935,2.9911935,5
119449-5-0-2,9,0.52383804,0.067930855,0.09006353,1.25E-05,592.8908162,2190.576288,1600.567247,6563.601846,737.9167325,10296.75631,0.007016573,2.82E-06,-335.26636,-335.26636,136.57364,136.57364,33.478542,33.478542,10.498741,10.498741,10.934618,10.934618,32.31856,32.31856,27.056395,27.056395,30.35691,30.35691,20.921494,20.921494,24.79977,24.79977,17.693949,17.693949,20.689413,20.689413,8.717552,8.717552,14.8190565,14.8190565,3.3618474,3.3618474,0.5807152,0.5807152,-3.952363,-3.952363,3.4522064,3.4522064,3.3429163,3.3429163,2.3398633,2.3398633,5
119449-5-0-3,9,0.5374121,0.06470999,0.08934056,1.32E-05,600.0048058,2171.575887,1613.810127,7064.613654,751.3594258,8813.306278,0.007098424,3.28E-06,-335.28467,-335.28467,135.94986,135.94986,33.241985,33.241985,10.3095255,10.3095255,11.068028,11.068028,31.92057,31.92057,27.248137,27.248137,30.596197,30.596197,20.805708,20.805708,25.3879,25.3879,16.997435,16.997435,20.306936,20.306936,9.005356,9.005356,14.921391,14.921391,3.8092275,3.8092275,1.0464393,1.0464393,-4.4106665,-4.4106665,3.806167,3.806167,3.8312585,3.8312585,2.3045027,2.3045027,5
119449-5-0-4,9,0.54231465,0.0665003,0.08890209,1.37E-05,601.1162135,2139.374906,1613.36607,6951.068175,746.5051199,9414.660345,0.007123826,3.18E-06,-335.36365,-335.36365,135.45058,135.45058,33.041008,33.041008,11.405412,11.405412,11.536581,11.536581,31.775215,31.775215,26.557217,26.557217,30.979834,30.979834,20.604792,20.604792,25.16997,25.16997,16.742847,16.742847,20.792652,20.792652,8.835211,8.835211,14.665516,14.665516,3.9148393,3.9148393,0.4459055,0.4459055,-4.982382,-4.982382,3.7778146,3.7778146,4.4035554,4.4035554,2.5776243,2.5776243,5
119449-5-0-5,9,0.5466369,0.07006213,0.08935738,1.61E-05,606.4972379,2928.711834,1623.996786,10506.74783,751.110487,9610.804751,0.006979882,3.06E-06,-334.53473,-334.53473,134.85754,134.85754,33.012024,33.012024,11.424467,11.424467,12.02077,12.02077,31.706041,31.706041,25.743187,25.743187,30.775656,30.775656,20.97285,20.97285,24.945417,24.945417,17.358498,17.358498,20.991117,20.991117,8.20128,8.20128,15.078866,15.078866,3.905236,3.905236,0.3604388,0.3604388,-4.805579,-4.805579,3.533367,3.533367,4.63644,4.63644,3.0875838,3.0875838,5
119449-5-0-6,9,0.5567755,0.06276503,0.08960236,1.93E-05,602.2876054,2315.984024,1613.369157,6080.292781,745.0114873,10904.03631,0.006610143,2.31E-06,-334.65442,-334.65442,135.13544,135.13544,33.041153,33.041153,12.3792925,12.3792925,11.279981,11.279981,31.800285,31.800285,25.742165,25.742165,30.073755,30.073755,20.753855,20.753855,24.896666,24.896666,16.75369,16.75369,21.450165,21.450165,8.426049,8.426049,14.811059,14.811059,3.535236,3.535236,0.6717464,0.6717464,-4.918342,-4.918342,3.8190792,3.8190792,4.5206723,4.5206723,3.213417,3.213417,5
119455-5-0-0,1,0.5657401,0.06596972,0.045893952,1.09E-05,2887.460142,103883.125,2947.147135,9161.910325,6553.499678,158241.2208,0.126546694,0.000358017,-161.87663,-161.87663,76.64255,76.64255,20.028896,20.028896,12.827602,12.827602,-17.806833,-17.806833,9.523358,9.523358,-0.8605933,-0.8605933,15.613822,15.613822,-0.6457121,-0.6457121,7.1078424,7.1078424,3.3552222,3.3552222,10.141044,10.141044,5.5469775,5.5469775,8.249499,8.249499,8.19596,8.19596,12.871171,12.871171,-0.9014628,-0.9014628,10.142513,10.142513,1.4632885,1.4632885,8.68303,8.68303,5
119455-5-0-1,1,0.58518344,0.06418028,0.046195067,1.01E-05,2957.439422,87230.01745,2972.512757,6202.787347,6635.338297,102259.643,0.134522896,0.000289847,-158.51797,-158.51797,74.81526,74.81526,20.736303,20.736303,12.0432625,12.0432625,-16.755613,-16.755613,11.417531,11.417531,-1.1693015,-1.1693015,15.444522,15.444522,-3.1546102,-3.1546102,6.9417934,6.9417934,5.228035,5.228035,10.876735,10.876735,6.4299145,6.4299145,7.4131284,7.4131284,7.3433957,7.3433957,11.854445,11.854445,-0.5191709,-0.5191709,11.162664,11.162664,1.4403379,1.4403379,8.514192,8.514192,5
119455-5-0-2,1,0.5713594,0.064568214,0.04606395,9.89E-06,2994.923949,99057.11519,2960.832745,6171.725059,6645.980429,115579.7777,0.13717034,0.000290697,-157.7141,-157.7141,72.84509,72.84509,19.592651,19.592651,12.79182,12.79182,-17.788717,-17.788717,12.206102,12.206102,-0.5097314,-0.5097314,16.005596,16.005596,-3.6695704,-3.6695704,6.8728323,6.8728323,5.392936,5.392936,11.762137,11.762137,6.1520967,6.1520967,8.11343,8.11343,7.663773,7.663773,13.214014,13.214014,-0.82923764,-0.82923764,9.854591,9.854591,1.9387002,1.9387002,7.868652,7.868652,5
119455-5-0-3,1,0.5807618,0.062459543,0.04603415,1.02E-05,2969.287446,88681.48985,2940.789621,5916.517251,6592.769768,112292.3972,0.13500271,0.000346828,-156.588,-156.588,72.88465,72.88465,18.358852,18.358852,14.51882,14.51882,-18.167543,-18.167543,11.950257,11.950257,0.3003267,0.3003267,15.537314,15.537314,-4.0159907,-4.0159907,6.343828,6.343828,5.8257895,5.8257895,12.979412,12.979412,6.62601,6.62601,8.648102,8.648102,7.798543,7.798543,13.762422,13.762422,-1.2122828,-1.2122828,8.645713,8.645713,1.4484444,1.4484444,8.158206,8.158206,5
119455-5-0-4,1,0.5720395,0.06346757,0.045923248,9.11E-06,2943.947043,74027.57846,2941.762508,6316.541818,6563.519464,105818.4931,0.133182239,0.00027035,-158.72812,-158.72812,73.19426,73.19426,18.227654,18.227654,14.707284,14.707284,-17.810965,-17.810965,11.401971,11.401971,0.83046585,0.83046585,14.975804,14.975804,-4.110189,-4.110189,5.881096,5.881096,6.0872583,6.0872583,12.702071,12.702071,7.6137595,7.6137595,8.937908,8.937908,8.236455,8.236455,14.188053,14.188053,-0.79876727,-0.79876727,8.00288,8.00288,1.7565581,1.7565581,8.483744,8.483744,5
119455-5-0-5,1,0.5647872,0.06298621,0.045651674,1.17E-05,2924.790241,79491.45881,2921.345294,6598.886872,6531.530832,104082.1569,0.135361159,0.000345456,-157.92567,-157.92567,73.4703,73.4703,16.211525,16.211525,14.601632,14.601632,-18.580042,-18.580042,10.8056965,10.8056965,2.3303993,2.3303993,15.555275,15.555275,-4.377591,-4.377591,6.8445325,6.8445325,5.4386077,5.4386077,13.001729,13.001729,8.163909,8.163909,10.454552,10.454552,8.71295,8.71295,14.709132,14.709132,-1.4195414,-1.4195414,7.0172477,7.0172477,1.7826093,1.7826093,8.668525,8.668525,5
119455-5-0-6,1,0.5865042,0.05950066,0.045175627,9.41E-06,3028.987118,77251.34113,2949.545269,8740.888795,6659.298653,124771.9639,0.148282266,0.000499783,-153.76091,-153.76091,71.192245,71.192245,15.16809,15.16809,13.17023,13.17023,-19.44562,-19.44562,10.11281,10.11281,1.7727679,1.7727679,17.041164,17.041164,-4.889518,-4.889518,7.234153,7.234153,5.825261,5.825261,13.597786,13.597786,8.026667,8.026667,10.7883,10.7883,8.810239,8.810239,16.229387,16.229387,-2.7851605,-2.7851605,7.534066,7.534066,0.7983977,0.7983977,10.415827,10.415827,5
119455-5-0-7,1,0.58597666,0.060019404,0.044809304,1.05E-05,3133.896377,60386.75524,2971.929092,6494.8674,6711.886967,104316.6688,0.157091086,0.000386697,-154.50533,-154.50533,67.99915,67.99915,15.535955,15.535955,12.282179,12.282179,-20.888676,-20.888676,11.093856,11.093856,0.28528276,0.28528276,18.498117,18.498117,-3.0228927,-3.0228927,7.2547965,7.2547965,6.8935633,6.8935633,12.663151,12.663151,8.551958,8.551958,9.208322,9.208322,8.792863,8.792863,18.189728,18.189728,-3.3501909,-3.3501909,8.037913,8.037913,0.32844847,0.32844847,10.2742405,10.2742405,5
123685-5-0-0,7,0.49900886,0.074617565,0.08760079,0.000155138,2408.613394,206864.1535,3161.008352,64939.52163,6833.244615,824636.8771,0.056612401,0.000265859,-169.13168,-169.13168,89.93847,89.93847,51.303513,51.303513,21.190554,21.190554,11.525962,11.525962,1.3046093,1.3046093,5.851198,5.851198,27.351252,27.351252,0.28625563,0.28625563,12.974951,12.974951,7.4048424,7.4048424,8.208052,8.208052,2.8131018,2.8131018,-4.9411516,-4.9411516,-0.1860733,-0.1860733,-2.0687082,-2.0687082,-12.716118,-12.716118,1.7041539,1.7041539,-8.430153,-8.430153,-0.43033105,-0.43033105,5
123685-5-0-1,7,0.5460946,0.06896937,0.08800838,0.00015854,2335.630928,149129.8549,3117.229885,51763.4233,6728.316926,625961.0848,0.056764812,0.000215788,-169.18956,-169.18956,91.59139,91.59139,51.39891,51.39891,22.745396,22.745396,11.375319,11.375319,1.2939471,1.2939471,5.1987123,5.1987123,28.118513,28.118513,-0.15335478,-0.15335478,13.381733,13.381733,5.871871,5.871871,7.9131665,7.9131665,1.1361519,1.1361519,-7.103877,-7.103877,-1.4122968,-1.4122968,-4.3475294,-4.3475294,-12.844112,-12.844112,2.9418175,2.9418175,-7.552252,-7.552252,0.6451318,0.6451318,5
123685-5-0-2,7,0.5606987,0.06554016,0.07159476,0.000427317,2406.779266,176653.6701,3140.689187,50861.69683,6771.383332,623207.1541,0.059923117,0.000252162,-190.34732,-190.34732,89.63056,89.63056,50.967045,50.967045,22.284536,22.284536,11.979742,11.979742,1.9490206,1.9490206,5.404003,5.404003,27.966972,27.966972,-1.3895359,-1.3895359,13.219394,13.219394,7.024104,7.024104,6.583067,6.583067,-0.11149593,-0.11149593,-9.218685,-9.218685,-2.9357038,-2.9357038,-6.001925,-6.001925,-12.043096,-12.043096,2.5747046,2.5747046,-7.8477426,-7.8477426,1.164542,1.164542,5
123685-5-0-3,7,0.5298195,0.06950649,0.054208513,6.27E-05,2652.422351,220895.5833,3235.490742,56474.58108,7048.701115,652193.4411,0.068173094,0.000252918,-203.10432,-203.10432,83.996735,83.996735,47.559914,47.559914,18.357801,18.357801,11.61844,11.61844,2.7082844,2.7082844,7.6672363,7.6672363,28.458466,28.458466,-2.7970095,-2.7970095,11.728015,11.728015,10.016085,10.016085,7.248747,7.248747,0.083700165,0.083700165,-8.793287,-8.793287,-2.4865465,-2.4865465,-4.927141,-4.927141,-12.748797,-12.748797,1.3607743,1.3607743,-7.7751865,-7.7751865,1.5195006,1.5195006,5
123685-5-0-4,7,0.5235227,0.07050866,0.05388492,4.88E-05,2752.874383,234267.7414,3277.289205,57449.62512,7206.963935,641823.1878,0.074086096,0.000312083,-199.94997,-199.94997,81.7187,81.7187,47.462994,47.462994,17.868166,17.868166,11.563058,11.563058,2.4653046,2.4653046,7.0553436,7.0553436,27.692602,27.692602,-2.9733167,-2.9733167,12.351038,12.351038,10.901334,10.901334,8.862746,8.862746,-0.061827302,-0.061827302,-7.4304233,-7.4304233,-2.6949499,-2.6949499,-3.4921105,-3.4921105,-13.554459,-13.554459,0.92480505,0.92480505,-8.942819,-8.942819,1.6777991,1.6777991,5
123685-5-0-5,7,0.5422816,0.0638425,0.0558485,6.40E-05,2794.816611,221967.3833,3293.171473,52739.01278,7272.621534,595471.6256,0.074723966,0.000288602,-196.58646,-196.58646,80.089264,80.089264,48.387657,48.387657,18.75836,18.75836,10.672687,10.672687,1.0847914,1.0847914,7.2479053,7.2479053,28.933271,28.933271,-3.1522865,-3.1522865,13.491987,13.491987,10.789533,10.789533,8.833475,8.833475,1.365152,1.365152,-6.1418414,-6.1418414,-3.0720553,-3.0720553,-3.170643,-3.170643,-13.620209,-13.620209,-0.052890778,-0.052890778,-10.880133,-10.880133,-0.59651875,-0.59651875,5
123685-5-0-6,7,0.53542393,0.067500174,0.060065053,9.13E-05,2778.623068,298242.6644,3289.679725,63070.52651,7262.912922,686473.9694,0.070541117,0.000398855,-192.74832,-192.74832,80.51045,80.51045,48.431343,48.431343,18.284151,18.284151,10.546056,10.546056,-0.11398858,-0.11398858,8.953666,8.953666,30.764996,30.764996,-2.1101043,-2.1101043,12.976398,12.976398,9.984529,9.984529,8.158171,8.158171,1.6306403,1.6306403,-4.9017363,-4.9017363,-3.6344566,-3.6344566,-4.2200637,-4.2200637,-14.352469,-14.352469,-1.4918977,-1.4918977,-10.387769,-10.387769,-1.874892,-1.874892,5
123685-5-0-7,7,0.5394745,0.06559753,0.059349764,8.87E-05,2770.347482,314401.5513,3287.536057,64270.11492,7243.806872,661956.0271,0.070247584,0.000408065,-193.19281,-193.19281,81.97412,81.97412,48.818005,48.818005,16.958673,16.958673,10.229852,10.229852,-0.7689895,-0.7689895,8.780646,8.780646,31.060257,31.060257,-2.2650495,-2.2650495,12.016355,12.016355,9.811475,9.811475,8.216061,8.216061,1.7730489,1.7730489,-5.4666686,-5.4666686,-3.7373188,-3.7373188,-5.4969335,-5.4969335,-13.750347,-13.750347,-1.0061697,-1.0061697,-8.894264,-8.894264,-1.4831455,-1.4831455,5
123685-5-0-8,7,0.5415026,0.06757359,0.05857186,9.13E-05,2713.00951,233468.0612,3262.235144,57751.26247,7158.358641,601672.8362,0.067856982,0.000330427,-196.05478,-196.05478,82.515915,82.515915,47.41445,47.41445,17.467167,17.467167,10.82995,10.82995,0.5938731,0.5938731,8.7116,8.7116,30.926363,30.926363,-2.767244,-2.767244,12.722004,12.722004,10.54169,10.54169,8.07434,8.07434,2.3909469,2.3909469,-6.1152105,-6.1152105,-3.5594532,-3.5594532,-6.2102995,-6.2102995,-12.438603,-12.438603,-0.9500889,-0.9500889,-10.122869,-10.122869,-0.6980156,-0.6980156,5
12812-5-0-0,9,0.63056314,0.04574596,0.20261835,0.000836514,2136.706824,12823.91822,2592.43065,976.4409724,4964.959188,32753.27283,0.063315684,0.000143451,-26.174376,-26.174376,98.77687,98.77687,5.124876,5.124876,29.977547,29.977547,9.1062565,9.1062565,16.93663,16.93663,3.7410903,3.7410903,3.160238,3.160238,1.89578,1.89578,6.4839306,6.4839306,-3.233725,-3.233725,-1.0501854,-1.0501854,-3.1003432,-3.1003432,1.4621568,1.4621568,-3.6532772,-3.6532772,-2.0855384,-2.0855384,-5.92354,-5.92354,3.0168352,3.0168352,-4.9159517,-4.9159517,1.6302438,1.6302438,5
12812-5-0-1,9,0.63187546,0.046821825,0.21077292,0.00098853,2136.557286,12636.33146,2587.227109,947.7041135,4955.188341,31466.69536,0.063995891,0.000122198,-21.853676,-21.853676,99.05681,99.05681,5.5110307,5.5110307,30.190018,30.190018,8.078232,8.078232,16.358799,16.358799,3.672333,3.672333,3.2847857,3.2847857,1.7369329,1.7369329,6.7794333,6.7794333,-3.237223,-3.237223,-0.73774827,-0.73774827,-3.4109712,-3.4109712,1.6353093,1.6353093,-3.9614794,-3.9614794,-2.2082517,-2.2082517,-5.509239,-5.509239,3.3056781,3.3056781,-4.7097096,-4.7097096,1.4582971,1.4582971,5
12812-5-0-2,9,0.6310548,0.045115963,0.20393045,0.000836497,2138.820729,11818.13045,2588.684036,858.1775865,4959.793708,30014.86578,0.064410788,0.000121508,-23.72892,-23.72892,99.3398,99.3398,5.5150585,5.5150585,29.691149,29.691149,7.8000135,7.8000135,16.215525,16.215525,3.3908613,3.3908613,2.7542267,2.7542267,1.3719627,1.3719627,6.9901934,6.9901934,-3.1594133,-3.1594133,-0.39313003,-0.39313003,-3.217928,-3.217928,1.6577435,1.6577435,-3.6489456,-3.6489456,-1.8462919,-1.8462919,-5.717378,-5.717378,2.8536117,2.8536117,-5.221844,-5.221844,1.5863951,1.5863951,5
128160-5-0-0,4,0.4700899,0.061367195,0.009917337,6.13E-07,2864.417346,9182.4137,2430.195121,3937.937541,5732.561868,49162.42827,0.167497403,0.00013186,-269.7593,-269.7593,74.08656,74.08656,-36.25055,-36.25055,8.508757,8.508757,-10.401228,-10.401228,27.548634,27.548634,-2.082597,-2.082597,20.613024,20.613024,-7.163717,-7.163717,-1.662108,-1.662108,-3.0278487,-3.0278487,12.986204,12.986204,-8.004524,-8.004524,13.221056,13.221056,-5.826311,-5.826311,-1.6878309,-1.6878309,1.9127342,1.9127342,-1.1758587,-1.1758587,-2.2341433,-2.2341433,2.5339973,2.5339973,5
128160-5-0-1,4,0.47280073,0.06540997,0.009874725,5.08E-07,2868.512877,9541.667896,2427.971163,3869.133505,5730.19695,52388.77561,0.167751423,0.000171585,-270.52707,-270.52707,73.708954,73.708954,-36.162876,-36.162876,9.073767,9.073767,-10.749909,-10.749909,27.737186,27.737186,-2.0337949,-2.0337949,20.910809,20.910809,-7.2204447,-7.2204447,-2.0754151,-2.0754151,-2.8563359,-2.8563359,13.215084,13.215084,-7.654475,-7.654475,13.660888,13.660888,-5.299609,-5.299609,-1.8117287,-1.8117287,1.9230682,1.9230682,-1.8351377,-1.8351377,-2.3639362,-2.3639362,2.1758032,2.1758032,5
128160-5-0-10,4,0.48814976,0.06387526,0.009906273,6.95E-07,2887.894581,9585.120423,2448.656444,3341.977933,5795.356671,50849.37396,0.168846527,0.00015624,-270.52444,-270.52444,73.60994,73.60994,-34.743893,-34.743893,8.176372,8.176372,-11.905086,-11.905086,27.863565,27.863565,-1.9794075,-1.9794075,20.86152,20.86152,-7.807682,-7.807682,-2.0235054,-2.0235054,-3.0760407,-3.0760407,12.498965,12.498965,-8.069866,-8.069866,13.520293,13.520293,-6.281541,-6.281541,-1.8141197,-1.8141197,2.227931,2.227931,-1.0813904,-1.0813904,-1.0166806,-1.0166806,3.1309938,3.1309938,5
128160-5-0-11,4,0.47968754,0.059765015,0.009912245,6.27E-07,2886.728123,9992.566932,2437.579634,3884.497689,5767.599999,59857.9648,0.169941632,0.000143959,-270.11484,-270.11484,73.4699,73.4699,-35.61227,-35.61227,7.6612244,7.6612244,-12.075243,-12.075243,27.832994,27.832994,-2.4990256,-2.4990256,20.345705,20.345705,-7.156872,-7.156872,-1.9577379,-1.9577379,-2.7392752,-2.7392752,12.442457,12.442457,-7.4801073,-7.4801073,13.811074,13.811074,-5.9324756,-5.9324756,-1.9369849,-1.9369849,2.04734,2.04734,-0.80813843,-0.80813843,-1.3340998,-1.3340998,3.9378123,3.9378123,5
128160-5-0-12,4,0.47840655,0.060210455,0.010037469,6.33E-07,2872.851353,9673.468827,2421.536966,4477.69812,5706.361063,65226.60938,0.170926662,0.000162413,-268.83154,-268.83154,73.60933,73.60933,-36.937546,-36.937546,7.4662614,7.4662614,-11.529754,-11.529754,27.249683,27.249683,-2.3981104,-2.3981104,19.843485,19.843485,-7.017176,-7.017176,-2.3888564,-2.3888564,-1.5295424,-1.5295424,12.326615,12.326615,-7.68505,-7.68505,14.146638,14.146638,-6.2812753,-6.2812753,-2.6339927,-2.6339927,2.4760556,2.4760556,-1.2494264,-1.2494264,-1.2677966,-1.2677966,3.9221678,3.9221678,5
128160-5-0-13,4,0.46601924,0.06657267,0.010482036,6.12E-07,2825.151609,13958.7717,2415.620235,5067.975223,5637.965137,79154.52763,0.163032311,0.000210383,-266.24936,-266.24936,75.215096,75.215096,-36.821053,-36.821053,6.64938,6.64938,-11.340631,-11.340631,26.415474,26.415474,0.4820846,0.4820846,19.878662,19.878662,-9.203894,-9.203894,-2.6522722,-2.6522722,0.8129512,0.8129512,13.286739,13.286739,-9.1699915,-9.1699915,12.732522,12.732522,-5.263246,-5.263246,-3.012212,-3.012212,2.1752892,2.1752892,-1.8188801,-1.8188801,-1.9613014,-1.9613014,2.2261622,2.2261622,5
128160-5-0-14,4,0.44020236,0.07040138,0.010912731,4.74E-07,2783.606116,11812.35765,2396.22532,5241.843708,5545.982264,66992.82309,0.157006413,0.000146035,-264.58868,-264.58868,76.79403,76.79403,-36.86649,-36.86649,6.3830194,6.3830194,-11.741809,-11.741809,26.360304,26.360304,1.9113708,1.9113708,19.95648,19.95648,-10.956349,-10.956349,-3.8655953,-3.8655953,2.9913654,2.9913654,13.792057,13.792057,-9.373156,-9.373156,12.5557,12.5557,-4.5926633,-4.5926633,-2.8596492,-2.8596492,1.7764081,1.7764081,-1.4044191,-1.4044191,-2.895091,-2.895091,1.4727559,1.4727559,5
128160-5-0-15,4,0.43507832,0.06719333,0.011079243,5.54E-07,2785.948494,11104.9497,2376.997906,4566.083903,5497.190266,47756.37166,0.160181652,0.000161789,-262.87585,-262.87585,76.94326,76.94326,-37.563244,-37.563244,6.880958,6.880958,-12.313812,-12.313812,27.750153,27.750153,-0.13712466,-0.13712466,18.652075,18.652075,-9.03589,-9.03589,-4.3806863,-4.3806863,2.619624,2.619624,13.477034,13.477034,-9.064713,-9.064713,13.500532,13.500532,-4.689614,-4.689614,-3.5566223,-3.5566223,2.063898,2.063898,-0.4397321,-0.4397321,-2.5830667,-2.5830667,2.1387353,2.1387353,5
128160-5-0-2,4,0.47230318,0.06323614,0.009733763,4.18E-07,2880.614331,9360.224335,2445.228079,3913.013595,5769.280336,49791.93244,0.169450528,0.000169128,-271.85382,-271.85382,73.52821,73.52821,-34.522434,-34.522434,9.2583,9.2583,-10.93598,-10.93598,28.18121,28.18121,-1.7833667,-1.7833667,20.056993,20.056993,-7.1414957,-7.1414957,-2.0318234,-2.0318234,-2.889899,-2.889899,13.255145,13.255145,-7.1661243,-7.1661243,13.603693,13.603693,-5.1218452,-5.1218452,-1.4787304,-1.4787304,1.9707026,1.9707026,-1.6987201,-1.6987201,-2.3630145,-2.3630145,1.6387985,1.6387985,5
128160-5-0-3,4,0.47810173,0.06204319,0.009559875,4.56E-07,2900.680514,10720.89905,2450.629012,4483.43945,5797.846059,50736.14609,0.171646383,0.000175687,-272.88403,-272.88403,72.960464,72.960464,-34.301216,-34.301216,9.199844,9.199844,-10.802931,-10.802931,28.123537,28.123537,-1.8978409,-1.8978409,20.270327,20.270327,-7.034012,-7.034012,-1.6819804,-1.6819804,-3.012288,-3.012288,12.478496,12.478496,-7.383311,-7.383311,13.432862,13.432862,-5.963031,-5.963031,-1.597194,-1.597194,1.6503469,1.6503469,-1.6182134,-1.6182134,-1.6149317,-1.6149317,2.8361611,2.8361611,5
128160-5-0-4,4,0.48962355,0.062543295,0.009615226,5.88E-07,2899.6765,11358.53767,2450.483724,5004.878036,5796.788069,66159.78453,0.170520231,0.00018049,-272.5664,-272.5664,73.001175,73.001175,-34.62505,-34.62505,8.931073,8.931073,-11.074768,-11.074768,27.501547,27.501547,-2.1955929,-2.1955929,20.578323,20.578323,-7.1094813,-7.1094813,-1.2449051,-1.2449051,-3.033604,-3.033604,12.217977,12.217977,-7.738428,-7.738428,13.909838,13.909838,-5.970099,-5.970099,-1.2085266,-1.2085266,1.70289,1.70289,-1.8952758,-1.8952758,-1.2094388,-1.2094388,3.5357492,3.5357492,5
128160-5-0-5,4,0.49998972,0.064056285,0.009795771,5.78E-07,2865.84542,9824.390658,2432.183206,4800.06504,5718.434593,60437.18765,0.168505013,0.000161765,-271.11996,-271.11996,74.48993,74.48993,-35.132973,-35.132973,9.596892,9.596892,-11.2970085,-11.2970085,27.269901,27.269901,-2.5122595,-2.5122595,20.378014,20.378014,-7.357223,-7.357223,-1.7498636,-1.7498636,-2.9233928,-2.9233928,12.31133,12.31133,-8.356352,-8.356352,13.704601,13.704601,-6.2249775,-6.2249775,-1.3049464,-1.3049464,1.9660898,1.9660898,-1.3386017,-1.3386017,-1.3007808,-1.3007808,3.3909383,3.3909383,5
128160-5-0-6,4,0.49449947,0.06262905,0.009927753,5.86E-07,2864.59334,10684.27322,2433.421188,4206.848256,5727.085215,62132.4064,0.16599869,0.000163864,-270.22513,-270.22513,74.53643,74.53643,-35.37328,-35.37328,8.8989525,8.8989525,-11.48675,-11.48675,27.353415,27.353415,-2.5960975,-2.5960975,20.473946,20.473946,-7.7968574,-7.7968574,-2.292683,-2.292683,-2.5474467,-2.5474467,13.166183,13.166183,-8.080582,-8.080582,13.653964,13.653964,-6.502917,-6.502917,-1.6778384,-1.6778384,2.09798,2.09798,-1.2561886,-1.2561886,-1.4802235,-1.4802235,3.0581715,3.0581715,5
128160-5-0-7,4,0.5003245,0.06284772,0.009982118,5.58E-07,2883.191929,11072.45098,2449.460133,3643.009528,5796.6636,64224.39133,0.16668172,0.00018264,-269.367,-269.367,73.83833,73.83833,-35.03806,-35.03806,7.8928404,7.8928404,-11.666284,-11.666284,27.414494,27.414494,-2.5754528,-2.5754528,20.445564,20.445564,-8.064433,-8.064433,-1.7146788,-1.7146788,-2.5840688,-2.5840688,13.496196,13.496196,-7.8005652,-7.8005652,13.875447,13.875447,-6.255309,-6.255309,-1.8676165,-1.8676165,2.3092246,2.3092246,-1.0796602,-1.0796602,-2.0547895,-2.0547895,2.73082,2.73082,5
128160-5-0-8,4,0.4833454,0.063199125,0.009924458,6.66E-07,2888.493821,11327.50529,2449.647225,3817.908043,5804.816344,64763.66644,0.169760996,0.000173338,-269.45117,-269.45117,73.65221,73.65221,-34.98409,-34.98409,7.6696453,7.6696453,-11.703531,-11.703531,27.424889,27.424889,-2.6204777,-2.6204777,20.212357,20.212357,-7.5380945,-7.5380945,-1.4001569,-1.4001569,-2.523441,-2.523441,13.21943,13.21943,-7.723918,-7.723918,13.392254,13.392254,-6.2894773,-6.2894773,-2.317536,-2.317536,2.315061,2.315061,-0.789337,-0.789337,-1.6390009,-1.6390009,2.9753075,2.9753075,5
128160-5-0-9,4,0.47934547,0.06560883,0.009896193,7.51E-07,2891.004668,9920.358633,2452.381831,3924.020957,5806.558916,58067.83047,0.16925578,0.000166402,-270.5675,-270.5675,73.581154,73.581154,-34.611057,-34.611057,7.8207717,7.8207717,-11.802317,-11.802317,27.431833,27.431833,-2.1847224,-2.1847224,20.646917,20.646917,-7.9899707,-7.9899707,-1.9298269,-1.9298269,-2.5339077,-2.5339077,13.0683,13.0683,-7.82377,-7.82377,13.541329,13.541329,-6.722249,-6.722249,-2.210777,-2.210777,2.0823028,2.0823028,-1.1167072,-1.1167072,-0.9733469,-0.9733469,3.1846042,3.1846042,5
